epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,6.28578,1.16006,0.27778,1,1.15676,0.00011432,0.00011432,0.00011432
